name,building_type,no_rooms,no_hall,area,age,address,price,date,lat,lon,timestamp
~新裝~有匙引看~,唐樓,-1,-1,100,-1,港島 筲箕灣 筲箕灣道235號,6800,12-04-2019,22.2833265,114.2208723,1.55503E+12
中环酒店式设备光猛街窗密码门锁平地电梯,單棟式大廈,-1,-1,140,-1,港島 上環/中環 域多利皇后街5-8号,9800,11-04-2019,22.2838088,114.1555605,1.55494E+12
齊傢電 包水電煤氣 乾廁 交通方便 免佣,單棟式大廈,-1,-1,110,50,港島 銅鑼灣 銅鑼灣道,6200,10-04-2019,22.2790511,114.1915611,1.55485E+12
北角免佣新裝2房。獨立廚廁。,唐樓,2,0,200,-1,港島 北角 明園西街,9800,07-04-2019,22.290312,114.1988498,1.5546E+12
兩房部份家電,屋苑,2,1,293,-1,港島 筲箕灣 新成中心,13200,06-04-2019,22.2794416,114.2248098343411,1.55451E+12
~有匙引看~交通方便~,單棟式大廈,2,2,501,-1,港島 筲箕灣 樂融軒,23800,04-04-2019,22.27800785,114.22708876540639,1.55434E+12
銅鑼灣加路連山全新即住,單棟式大廈,1,0,100,-1,港島 銅鑼灣 加路連山道11 號,8000,29-03-2019,22.2770103,114.1853317,1.55382E+12
全新靚裝唐7樓套房,唐樓,-1,-1,70,-1,港島 筲箕灣 筲箕灣道216號,5500,15-03-2019,22.2833265,114.2208723,1.55261E+12
1分鐘到港鐵站 兩房一廳,唐樓,2,1,300,-1,港島 西區 皇后大道西,10500,15-03-2019,22.2866101,114.1482057,1.55261E+12
銅鑼灣唐5樓出租,唐樓,2,1,230,-1,港島 銅鑼灣 駱克道,11500,13-03-2019,22.2799917,114.181096,1.55244E+12
鰂漁涌豪華套房,唐樓,-1,-1,100,50,港島 鰂魚涌 英皇大樓,5500,13-03-2019,22.2876607,114.2104839340978,1.55244E+12
獨立浴室套房 鄰近地鐵站,唐樓,-1,-1,150,-1,港島 西區 第三街20號,7300,11-03-2019,22.2859408,114.1378478,1.55226E+12
獨立套房傢電齊約2分鐘到地鐵,單棟式大廈,-1,-1,100,44,港島 上環/中環 文咸東街,8200,19-02-2019,22.2864481,114.1500073,1.55053E+12
"鄰近地鐵,兩房,開揚景",屋苑,2,1,246,-1,富苑   港島 灣仔 灣仔道39-49號,14800,16-02-2019,22.2779207,114.1796555,1.55028E+12
免佣，3分鐘到地鐵，12校網，靚裝,單棟式大廈,2,1,250,-1,富苑   港島 灣仔 灣仔道39-49號,14800,16-02-2019,22.2779207,114.1796555,1.55028E+12
免佣!短租/灣仔道.好香港服務式住宅,屋苑,-1,-1,110,-1,221 灣仔道   港島 灣仔 221 灣仔道,9000,12-02-2019,22.2779207,114.1796555,1.54993E+12
免佣 基本家具齊全 開揚 有天台,唐樓,-1,-1,110,-1,"港島 上環/中環 2-8號 樂古道 2-8 Lok Ku Rd.,",6500,30-01-2019,22.2853249,114.1495716,1.54881E+12
全新装修130呎家电齐全多窗上网密码街闸,單棟式大廈,-1,-1,130,-1,港島 灣仔 軒尼詩道341号,7900,28-01-2019,22.2799927,114.1827181,1.54863E+12
唐6樓連天台放租,唐樓,4,1,556,-1,港島 香港仔 香港仔大道212-214,12300,26-01-2019,22.2480417,114.1558101,1.54846E+12
北角全新靚房出租,單棟式大廈,1,1,100,-1,馬寶道44   港島 北角 馬寶道,6500,21-01-2019,22.2918242,114.200144,1.54803E+12
北角馬寶道底層2房實用單位,單棟式大廈,2,1,450,50,馬寶道   港島 北角 馬寶道,16000,13-01-2019,22.2918242,114.200144,1.54734E+12
套房開揚近地鐵有鎖匙,唐樓,-1,-1,110,-1,港島 筲箕灣 筲箕湾道200,6200,12-01-2019,22.2833265,114.2208723,1.54725E+12
灣仔行3層靚房出租,唐樓,-1,-1,110,-1,港島 灣仔 摩利臣山道1號,8000,08-01-2019,22.275553,114.1800404,1.54691E+12
不收佣! 長短租-渣甸坊-服務式住宅,屋苑,-1,-1,90,-1,30-36 渣甸坊   港島 銅鑼灣 30-36 渣甸坊,8500,08-01-2019,22.2798881,114.1844365,1.54691E+12
光猛 地鐵站附近 樓下街市 停車場,居屋/公屋,-1,-1,293,-1,利東邨   港島 香港仔 利東邨道5號,10800,06-01-2019,22.241697,114.1569715,1.54673E+12
北角免佣套房。獨立廚廁。,唐樓,-1,-1,100,-1,港島 北角 明園西街,6600,29-12-2018,22.290312,114.1988498,1.54604E+12
全新北角道230呎1房1廰,唐樓,1,1,230,-1,港島 北角 北角道15号,8500,10-12-2018,22.2913764,114.19652,1.5444E+12
崇光百货家电齐全光猛街窗320呎2房1廰,唐樓,2,1,320,-1,港島 銅鑼灣 洛克道519号,12000,09-12-2018,22.28064,114.1834074,1.54431E+12
独家，有匙，湾仔地铁0距离，交通极方便,單棟式大廈,2,1,401,30,修顿花园   港島 灣仔 灣仔柯布連道2號,19300,05-12-2018,22.2777064,114.17299,1.54397E+12
西灣河雁亭高層壹房,單棟式大廈,1,1,263,-1,雁亭   港島 筲箕灣 海晏街38號,13500,03-12-2018,22.280676,114.2235305,1.5438E+12
三房好用出租,單棟式大廈,3,2,690,35,Causeway Bay   港島 銅鑼灣 Lockhart Road,45000,01-12-2018,22.2799917,114.181096,1.54362E+12
新裝修大套房唐6樓,唐樓,1,0,120,-1,港島 筲箕灣 金華街,6300,01-12-2018,22.2778493,114.2299388,1.54362E+12
希慎旁 開掦大窗 1分鐘地鐵 酒店式裝修,單棟式大廈,-1,-1,160,-1,銅鑼灣軒尼詩道   港島 銅鑼灣 銅鑼灣軒尼詩道,7800,30-11-2018,22.277386,114.1732833,1.54354E+12
全新180呎光猛街窗家电齐干湿分离厕所,唐樓,-1,-1,180,-1,港島 灣仔 湾仔道251号,9000,29-11-2018,22.2779207,114.1796555,1.54345E+12
靚大堂 光猛開揚 有傢私電器,單棟式大廈,-1,-1,290,-1,港島 跑馬地 Village road happy valley,14000,26-11-2018,22.2693637,114.183521,1.54319E+12
北角免佣2房，獨立廚房廁所，可短租,唐樓,2,0,180,-1,港島 北角 明園西街,8800,22-11-2018,22.290312,114.1988498,1.54284E+12
靚套房 傢電齊,單棟式大廈,-1,-1,150,-1,德輔道西218號   港島 西區 德輔道西218號,7500,21-11-2018,22.287752,114.1442216,1.54276E+12
灣仔行4層唐樓來房出租,唐樓,-1,-1,100,-1,港島 灣仔 灣仔道121號,6000,21-11-2018,22.2779207,114.1796555,1.54276E+12
一房一廳套房特平租,唐樓,1,1,180,-1,港島 筲箕灣 金華街,7300,19-11-2018,22.2778493,114.2299388,1.54259E+12
離港鐵西營盤站一分鐘，罕有特平單位,唐樓,1,1,280,-1,港島 西區 紫微街,8000,09-11-2018,22.2878122,114.1444117,1.54172E+12
超多窗采光足夠高格調裝修,單棟式大廈,-1,-1,100,54,港島 西區 西營盤悅心大厦,9500,30-10-2018,22.2868468,114.13939159619538,1.54086E+12
銅鑼灣露臺靚景,單棟式大廈,-1,-1,198,33,利園山道   港島 銅鑼灣 利園山道,9800,27-10-2018,22.2793173,114.1834816,1.5406E+12
筲箕灣唐4樓出租,唐樓,2,1,220,-1,港島 筲箕灣 筲箕灣道273號,8800,26-10-2018,22.2833265,114.2208723,1.54051E+12
特大套房廚廁齊約睇樓約180呎,單棟式大廈,1,0,180,-1,港島 筲箕灣 樂群大廈,7200,15-10-2018,22.279743500000002,114.2254395955535,1.53956E+12
石塘咀唐四樓套房,唐樓,1,0,100,50,港島 西區 皇后大道西,5500,06-10-2018,22.2866101,114.1482057,1.53878E+12
灣仔區分租獨立房間,屋苑,1,0,80,50,港島 灣仔 莊士敦道25-33號,5500,05-10-2018,22.2778068,114.1768163,1.5387E+12
不收佣!長短租/221灣仔道-服務式住宅,屋苑,-1,-1,110,-1,221 灣仔道   港島 灣仔 221 灣仔道,9200,28-09-2018,22.2779207,114.1796555,1.53809E+12
單人套房多窗,唐樓,-1,-1,60,-1,港島 筲箕灣 東大街,3800,17-09-2018,22.279618,114.230154,1.53714E+12
銅鑼灣利園山道套房連露台傢電齊即住,唐樓,1,0,180,-1,港島 銅鑼灣 利園山道19 號,10800,04-09-2018,22.2793173,114.1834816,1.53602E+12
籣桂坊全新套房出租,唐樓,-1,-1,90,-1,港島 上環/中環 中環蘭桂坊5號,7500,02-09-2018,22.2806526,114.1557263,1.53585E+12
新裝套房，包煤氣配套完善，隨時可住 免佣,單棟式大廈,-1,-1,140,50,港島 銅鑼灣 銅鑼灣道,8200,28-08-2018,22.2790511,114.1915611,1.53541E+12
新裝修，齊傢電，包煤氣，隨時入住 免佣,單棟式大廈,-1,-1,180,50,港島 銅鑼灣 銅鑼灣道,12800,26-08-2018,22.2790511,114.1915611,1.53524E+12
銅鑼灣獨立門口套房出租,單棟式大廈,-1,-1,110,-1,軒尼詩道463-465號   港島 銅鑼灣 軒尼詩道463-465號,8000,24-08-2018,22.277386,114.1732833,1.53507E+12
西區兩房清雅屋苑近mtr,屋苑,1,0,426,39,西園   港島 西區 第二街83號,19800,21-08-2018,22.2862415,114.1393209,1.53481E+12
灣仔傢電齊抵住套房,唐樓,-1,-1,100,-1,港島 灣仔 灣仔道59-63號,7200,17-08-2018,22.2779207,114.1796555,1.53446E+12
HKU 地鐵站 保德街唐一樓,唐樓,2,1,451,53,港島 西區 保德街,14500,16-08-2018,22.2848443,114.1359523,1.53438E+12
地鐵口靓裝齊傢電 電梯wifi 拎包入住,單棟式大廈,1,0,120,-1,港島 西區 科士街38號,7800,14-08-2018,22.2813409,114.1273646,1.5342E+12
北角免佣套房.間隔實用.光猛開揚,唐樓,-1,-1,100,-1,港島 北角 明園西街,5800,07-08-2018,22.290312,114.1988498,1.5336E+12
灣仔行3層唐樓出租,唐樓,1,0,280,-1,港島 灣仔 太源街14號,11500,06-08-2018,22.276289,114.1731993,1.53351E+12
湾仔道唐2楼家电齊全光猛街窗有街闸上网,唐樓,-1,-1,130,-1,港島 灣仔 湾仔道,6900,05-08-2018,22.2779207,114.1796555,1.53343E+12
業主盤，免佣，杏花邨26座，裝修雅緻,屋苑,3,2,620,27,杏花邨   港島 柴灣 盛泰道100號,25500,01-08-2018,22.2771176,114.2404742,1.53308E+12
灣仔新穎套房出租,唐樓,-1,-1,130,-1,港島 灣仔 駱克道236號,8500,01-08-2018,22.2794613,114.179676,1.53308E+12
業主盤無佣金新裝修NoComNewPt,唐樓,-1,-1,120,-1,港島 上環/中環 樂古道2-8號,6500,25-07-2018,22.2853249,114.1495716,1.53248E+12
高層套房，一房一廳，全新家電 免佣,單棟式大廈,1,1,210,-1,港島 銅鑼灣 京士頓街,14200,19-07-2018,22.281911,114.1864609,1.53196E+12
灣仔行3層套房出租,唐樓,-1,-1,110,-1,港島 灣仔 交加街2號,7000,10-07-2018,22.2756095,114.1736927,1.53118E+12
此價難求 西區絕無僅有 獨立單位,唐樓,2,1,255,-1,港島 西區 皇后大道西364-366號,8800,27-06-2018,22.2866101,114.1482057,1.53006E+12
灣仔站上蓋靚房出租,單棟式大廈,-1,-1,120,-1,駱克道142-144   港島 灣仔 駱克道142-144,7000,24-06-2018,22.278275,114.172652,1.5298E+12
銅鑼灣駱克道Sogo 隔離1分鐘到地鐵站,唐樓,1,0,120,-1,港島 銅鑼灣 駱克道521號,6800,22-06-2018,22.2799917,114.181096,1.52963E+12
罕有中環唐樓出租,唐樓,-1,-1,250,-1,港島 上環/中環 利源西街,14500,19-06-2018,22.2833058,114.1565669,1.52937E+12
西環石塘咀靚套房,單棟式大廈,1,0,100,53,德輔道西408號   港島 西區 德輔道西408號,5200,13-06-2018,22.287752,114.1442216,1.52885E+12
銅鑼灣Sogo 隔離駱克道套房,單棟式大廈,1,0,140,-1,港島 銅鑼灣 灣仔駱克道521號,7500,08-06-2018,22.2799917,114.181096,1.52842E+12
1 bedroom in soho,單棟式大廈,1,1,200,-1,港島 上環/中環 67 peel street,15000,03-06-2018,22.2806937,114.1512603,1.52798E+12
業主盤放租免佣 全新裝修 兩房一廳,單棟式大廈,2,1,315,46,港島 鰂魚涌 英皇道1048號益發大廈,14000,27-05-2018,22.2841163,114.2126734715848,1.52738E+12
西環石塘咀靚套房,單棟式大廈,1,0,140,55,德輔道西408號   港島 西區 德輔道西408號,6500,22-05-2018,22.287752,114.1442216,1.52695E+12
唐4樓旺中帶靜,唐樓,2,1,362,-1,港島 筲箕灣 工廠街,12200,16-05-2018,22.2774923,114.2289088,1.52643E+12
業主盤，免佣，清勁套房，地鐵五分鐘，,唐樓,1,0,140,47,港島 西區 香港德輔道西201號,5800,14-05-2018,22.2883554,114.1480917,1.52626E+12
近世貿行8層靚房出租,唐樓,-1,-1,130,-1,港島 銅鑼灣 謝斐道522-524號,7000,19-04-2018,22.2798375,114.1794043,1.5241E+12
灣仔道行6層簇新套房出租,唐樓,-1,-1,100,-1,港島 灣仔 灣仔道,6800,11-04-2018,22.2779207,114.1796555,1.5234E+12
西環石塘咀全新靓套房,單棟式大廈,1,0,130,55,德輔道西408號   港島 西區 德輔道西408號,7000,10-04-2018,22.287752,114.1442216,1.52332E+12
中西區名校網租盤 西營盤站 景觀開揚,單棟式大廈,2,1,450,-1,港島 西區 皇后大道西384-386號,15000,09-04-2018,22.2866101,114.1482057,1.52323E+12
北角炮台山保壘街,單棟式大廈,2,1,321,-1,港島 北角 保壘街,16800,03-04-2018,22.2895379,114.19613844999999,1.52271E+12
湾仔道全新酒店式設備,唐樓,-1,-1,140,-1,港島 灣仔 湾仔道51号,7100,02-04-2018,22.2779207,114.1796555,1.52263E+12
罕有平台套房出租,唐樓,-1,-1,130,-1,港島 灣仔 灣仔道63,8700,29-03-2018,22.2779207,114.1796555,1.52228E+12
筲箕灣金華街9号唐6樓套房放租,唐樓,-1,-1,140,-1,港島 筲箕灣 金華街9號,4500,22-03-2018,22.2778493,114.2299388,1.52168E+12
銅鑼灣灣景樓維園煙花景全新傢電齊即住十,單棟式大廈,1,1,150,-1,港島 銅鑼灣 銅鑼灣摩頓台21號,11000,20-03-2018,22.2800428,114.1886453,1.5215E+12
銅鑼灣利園山道近希慎廣場廣場,單棟式大廈,-1,-1,100,30,港島 銅鑼灣 銅鑼灣波斯富街15號,7000,16-03-2018,22.281099,114.1821869,1.52116E+12
灣仔 行3層 靚房出租,唐樓,-1,-1,110,-1,港島 灣仔 摩利臣山道1-3號,7300,16-03-2018,22.275553,114.1800404,1.52116E+12
湾仔道南详酒店旁光猛清静家电齐全大套房,唐樓,-1,-1,130,-1,港島 灣仔 湾仔道251号,7000,16-03-2018,22.2779207,114.1796555,1.52116E+12
銅鑼灣唐7樓靚房出租,唐樓,-1,-1,110,-1,港島 銅鑼灣 謝斐道526號,7000,12-03-2018,22.2798375,114.1794043,1.52081E+12
開揚光猛向南套房 兩面單邊有窗 免佣,唐樓,-1,-1,100,-1,港島 上環/中環 樂古道2-8號,5600,10-03-2018,22.2853249,114.1495716,1.52064E+12
有興趣可約睇,單棟式大廈,1,1,200,-1,港島 上環/中環 文咸西街,8800,06-03-2018,22.2864594,114.1492265,1.52029E+12
北角地鐵站新裝修傢電齊即租即住,單棟式大廈,1,1,130,-1,港島 北角 英皇道469號,6000,04-03-2018,22.2895278,114.1947001,1.52012E+12
銅鑼灣品味唐樓出租,唐樓,-1,-1,160,-1,港島 銅鑼灣 白沙道5號,11800,20-02-2018,22.2788982,114.1836635,1.51908E+12
銅鑼灣豪華靚裝全新傢電齊即住,唐樓,1,1,200,-1,港島 銅鑼灣 銅鑼灣利園山道19號,11000,16-02-2018,22.2793173,114.1834816,1.51874E+12
灣仔最平洗衣機唐4樓套房出租,唐樓,-1,-1,100,-1,港島 灣仔 駱克道234號,5000,03-02-2018,22.2794613,114.179676,1.51762E+12
杏花邨高層近地鉄,屋苑,2,1,534,15,杏花村   港島 柴灣 Heng Fa Chuen Blk 37,20000,02-02-2018,22.27626075,114.23900754674273,1.51753E+12
灣仔靚房出租,單棟式大廈,-1,-1,110,-1,活道1號   港島 灣仔 活道1號,7900,01-02-2018,22.2739459,114.184492,1.51744E+12
200呎家电齊全1房1廰,唐樓,1,1,200,-1,港島 灣仔 洛克道234号,8800,01-02-2018,22.2781815,114.1704844,1.51744E+12
全新320呎2房家电齐全,唐樓,2,1,320,-1,港島 銅鑼灣 洛克道519号,12800,29-01-2018,22.28064,114.1834074,1.51718E+12
灣仔核心靚房出租,單棟式大廈,-1,-1,100,-1,活道1號   港島 灣仔 活道1號,7900,26-01-2018,22.2739459,114.184492,1.51692E+12
湾仔道家電齊全大套房∽,單棟式大廈,-1,-1,160,45,湾仔   港島 灣仔 湾仔,5500,26-01-2018,22.2772325,114.17295922671134,1.51692E+12
橋底辣蟹全新180呎家電齊全,唐樓,-1,-1,180,-1,港島 灣仔 洛克道406号,7500,26-01-2018,22.2781815,114.1704844,1.51692E+12
單人套房大單邊,村屋,1,0,60,-1,港島 筲箕灣 都會大廈,4500,20-01-2018,22.280614550000003,114.22449439844759,1.51641E+12
銅鑼灣特大唐樓出租,唐樓,1,1,200,-1,港島 銅鑼灣 謝斐道524,7500,18-01-2018,22.2798375,114.1794043,1.51623E+12
北角英皇道即走靚盤超抵全新裝修,單棟式大廈,4,2,848,-1,港島 北角 英皇道463 號,22000,17-01-2018,22.2895278,114.1947001,1.51615E+12
西營盤站2分鐘 靚裝 全傢電,唐樓,1,0,327,-1,港島 西區 第一街,13500,15-01-2018,22.2865327,114.1423173,1.51597E+12
时代廣埸对面家电齊全可短租,唐樓,-1,-1,130,-1,港島 灣仔 寶靈顿道17号,6000,12-01-2018,22.2783107,114.1806489,1.51572E+12
兩房一廳單位,唐樓,2,1,314,-1,港島 西區 第二街,12000,11-01-2018,22.2862415,114.1393209,1.51563E+12
大德樓唐樓已翻新,唐樓,-1,-1,180,-1,港島 西區 厚和街,11000,06-01-2018,22.2827736,114.1272007,1.5152E+12
銅鑼灣簇新行5層唐樓出租,唐樓,-1,-1,120,-1,港島 銅鑼灣 景隆街2-4號,7800,05-01-2018,22.2808844,114.1836896,1.51511E+12
炮台山名廈，全新一房裝修,屋苑,1,2,266,-1,英皇中心   港島 北角 英皇道193-241號,12800,05-01-2018,22.2893114,114.1943113,1.51511E+12
灣仔簇新唐樓出租,唐樓,-1,-1,120,-1,港島 灣仔 交加街2號,7500,27-12-2017,22.2756095,114.1736927,1.51433E+12
急租！北角兩房一廳一平台300呎！罕有,單棟式大廈,2,1,300,-1,港島 北角 北角七姊妹道118號,14500,25-12-2017,22.2914126,114.2045188,1.51416E+12
單邊唐2樓地鐵隔里,唐樓,1,1,190,-1,港島 筲箕灣 東大街67a號,8800,22-12-2017,22.2823922,114.2219228,1.5139E+12
時代廣埸大街窗家電齊全,唐樓,-1,-1,100,-1,港島 灣仔 寶靈頓道17号,5500,21-12-2017,22.2783107,114.1806489,1.51381E+12
單人套房唐一樓,唐樓,-1,-1,60,-1,港島 筲箕灣 東大街,3900,16-12-2017,22.279618,114.230154,1.51338E+12
銅鑼灣禮頓道禮信1房1廳,單棟式大廈,1,1,200,30,港島 銅鑼灣 銅鑼灣禮頓道,8800,15-12-2017,22.2770275,114.1820964,1.5133E+12
Fook Kee Court 福祺閣,單棟式大廈,1,1,447,27,港島 西半山 6 Mosque Street,22800,14-12-2017,22.2800751,114.1515426,1.51321E+12
~有匙引看~企理~,單棟式大廈,2,1,263,-1,雁亭   港島 筲箕灣 海晏街38號,13500,07-12-2017,22.280676,114.2235305,1.5126E+12
全屋豪華裝修已更換全屋中空鋁窗及全新冷氣,屋苑,3,2,596,30,杏花邨 Heng Fa Chuen   港島 柴灣 盛泰道100號,22300,15-11-2017,22.2771176,114.2404742,1.5107E+12
独立大房出租,單棟式大廈,1,0,100,51,炮台山   港島 北角 炮台山,4000,14-11-2017,22.2875631,114.1933149,1.51062E+12
西營盤站 超實用連平台 高性價比,唐樓,1,0,594,50,港島 西區 德輔道西,13800,08-11-2017,22.2883554,114.1480917,1.5101E+12
步行地鐵只須3分鐘.直接業主租客免佣,唐樓,-1,-1,120,-1,港島 香港仔 鴨脷洲大街36,6200,07-11-2017,22.2445116,114.1569799,1.51001E+12
灣仔唐4樓平租,唐樓,-1,-1,90,-1,港島 灣仔 灣仔道121號,5100,06-11-2017,22.2779207,114.1796555,1.50993E+12
獨家 唐樓 近正街,單棟式大廈,2,1,501,46,港島 西區 德輔道西,15000,03-11-2017,22.2883554,114.1480917,1.50967E+12
新裝修高層近港鐵一房高層開揚戶,單棟式大廈,1,1,229,-1,富苑   港島 灣仔 灣仔道39-49號,13000,02-11-2017,22.2779207,114.1796555,1.50958E+12
上環樂古道全新套房傢電齊拎包即住,單棟式大廈,1,1,200,-1,港島 上環/中環 上環樂古道2號,12300,29-10-2017,22.2853249,114.1495716,1.50924E+12
套房出租 西營盤唐樓,唐樓,1,0,300,-1,港島 西區 德輔道西,5000,28-10-2017,22.2883554,114.1480917,1.50915E+12
行8層新裝1房出租,唐樓,1,1,140,-1,港島 銅鑼灣 謝斐道522號,8000,28-10-2017,22.2798375,114.1794043,1.50915E+12
全新裝修 獨立浴屏,唐樓,-1,-1,110,-1,港島 灣仔 謝斐道209,7800,26-10-2017,22.2798375,114.1794043,1.50898E+12
世贸中心180呎1房1廰光猛街窗拎包入住,唐樓,1,1,180,-1,港島 銅鑼灣 謝菲道522号,8500,24-10-2017,22.2810772,114.1823641,1.5088E+12
銅鑼灣新裝唐4樓出租,唐樓,-1,-1,100,-1,港島 銅鑼灣 渣甸街37號,7300,23-10-2017,22.2800093,114.1845275,1.50872E+12
30秒達銅鑼灣地鐵站,單棟式大廈,-1,-1,240,45,港島 銅鑼灣 寶漢大廈,13800,23-10-2017,22.280678199999997,114.18258377751133,1.50872E+12
全新裝修、傢私電器、Wifi、近北角地鐵,單棟式大廈,1,1,170,49,港島 北角 春秧街 93-113號,7800,22-10-2017,22.2914323,114.1985343,1.50863E+12
環境寧靜，交通方便，近蘇豪區,單棟式大廈,2,1,315,38,港島 上環/中環 荷里活道,17500,18-10-2017,22.2849544,114.1492009,1.50828E+12
近英皇中心 齊傢電,單棟式大廈,1,1,200,30,港島 灣仔 活道一號,9900,15-10-2017,22.2739459,114.184492,1.50803E+12
開揚唐楼連天台,唐樓,1,1,300,47,港島 上環/中環 香港堅道,17000,14-10-2017,22.2819553,114.1512912,1.50794E+12
直接業主放租！,屋苑,2,2,499,30,杏花邨 Heng Fa Chuen   港島 柴灣 盛泰道100號,19500,14-10-2017,22.2771176,114.2404742,1.50794E+12
灣仔靚房出租,單棟式大廈,1,0,120,-1,活道1號   港島 灣仔 活道1號,8300,12-10-2017,22.2739459,114.184492,1.50777E+12
酒店式設備光猛街窗大套房近地铁站拎包入住,唐樓,-1,-1,160,45,港島 銅鑼灣 渣甸坊39号,7300,11-10-2017,22.2792627,114.1848805,1.50768E+12
"旺中帶靜 , 中環核心",單棟式大廈,1,1,310,-1,港島 上環/中環 和安里10號,13800,04-10-2017,22.2816832,114.1552085,1.50708E+12
全新裝修，鄰近地鐵,唐樓,1,1,254,-1,港島 北角 渣華道94號,12800,29-09-2017,22.2925655,114.2013941,1.50664E+12
灣仔高層單位套房，極便利，5分鐘到地鐵站,單棟式大廈,1,1,230,-1,港島 灣仔 謝菲道,6200,22-09-2017,22.2798375,114.1794043,1.50604E+12
麗宫大厦家電齊全大街窗,單棟式大廈,-1,-1,120,-1,港島 北角 英皇道301号,6500,14-09-2017,22.2899004,114.1950443,1.50535E+12
活道一號近英皇中心 齊傢電,單棟式大廈,1,1,200,30,港島 灣仔 活道一號,9900,13-09-2017,22.2739459,114.184492,1.50526E+12
渣甸山大坑台,屋苑,2,0,576,-1,大坑台   港島 跑馬地 春暉道5號,28800,11-09-2017,22.273641,114.193548,1.50509E+12
大坑施弼街唐5樓，筍租,唐樓,1,1,360,-1,港島 天后/大坑 施弼街,13800,09-09-2017,22.2785746,114.1923435,1.50492E+12
書館街1睡房1間多用途房,唐樓,2,1,300,-1,港島 天后/大坑 書館街,15500,09-09-2017,22.2790761,114.1920149,1.50492E+12
天后近地鐵方便新裝,單棟式大廈,-1,-1,165,30,港島 銅鑼灣 天后英皇道57號,7500,07-09-2017,22.281859,114.1914706,1.50474E+12
灣仔，筍盤，近地鐵，唐樓,唐樓,1,1,305,-1,港島 灣仔 譚臣道93-103,12800,07-09-2017,22.2773253,114.1755484,1.50474E+12
筲箕灣2房激筍盤，要快,唐樓,2,1,654,-1,港島 筲箕灣 金華街13-15號,14500,05-09-2017,22.2778493,114.2299388,1.50457E+12
開放式唐樓放租,唐樓,-1,-1,350,-1,港島 西區 第一街,13000,31-08-2017,22.2865327,114.1423173,1.50414E+12
"光猛套房, 傢電齊, 開揚雅裝。免佣",唐樓,1,0,120,50,"港島 灣仔 Jaffe Road 220, Wan Chai , Hong Kong",5800,30-08-2017,22.2787949,114.17642099694744,1.50405E+12
免佣!/長短租/221灣仔道-灣仔服務式,單棟式大廈,-1,-1,110,-1,221 灣仔道   港島 灣仔 221 灣仔道,9000,25-08-2017,22.2779207,114.1796555,1.50362E+12
最啱中西區打工仔的租住地點,唐樓,-1,-1,90,-1,港島 西區 西營盤皇后大道西227號,5200,24-08-2017,22.2866101,114.1482057,1.50353E+12
一分鐘內到港鐵灣仔站A出囗,唐樓,2,1,450,-1,港島 灣仔 譚臣道,12000,20-08-2017,22.2773253,114.1755484,1.50319E+12
傢電雙人套房已吉,村屋,1,0,130,-1,港島 北角 華都大廈,6500,19-08-2017,22.29038615,114.19807159728457,1.5031E+12
德輔道西唐樓梗房出租,唐樓,1,0,50,-1,港島 上環/中環 德輔道西91號,6200,17-08-2017,22.2883554,114.1480917,1.50293E+12
全新湾仔道酒店式附平台近尚翘峰,唐樓,-1,-1,160,-1,港島 灣仔 湾仔道59号,9100,15-08-2017,22.2779207,114.1796555,1.50276E+12
上環罕有特大套房,唐樓,1,1,230,-1,港島 上環/中環 孖沙街,14800,15-08-2017,22.2852201,114.1519636,1.50276E+12
商業/住宅招租,單棟式大廈,-1,-1,500,34,港島 上環/中環 蘇杭街3-5號,13500,15-08-2017,22.284953,114.152001,1.50276E+12
置富高層山景,屋苑,2,1,439,-1,置富花園   港島 香港仔 置富道9號,15000,10-08-2017,22.2556616,114.1393581,1.50232E+12
湾仔道光猛街窗家电齊全,唐樓,-1,-1,140,-1,港島 灣仔 湾仔道121号,6400,09-08-2017,22.2779207,114.1796555,1.50224E+12
後街清靜普裝平租兩房,村屋,2,1,280,-1,港島 筲箕灣 鴻利大廈,9600,08-08-2017,22.27734305,114.22675621303117,1.50215E+12
業主盤。優質單位，3部全新分體冷氣,屋苑,3,2,620,30,杏花邨 Heng Fa Chuen   港島 柴灣 盛泰道100號,23800,08-08-2017,22.2771176,114.2404742,1.50215E+12
灣仔 兩房兩廳 交通方便 直接業主免佣,單棟式大廈,2,2,369,-1,港島 灣仔 350A Hennessy Road,17000,07-08-2017,22.2801455,114.1848329,1.50206E+12
近太古城..非常方便,屋苑,1,1,312,39,港島 太古/西灣河 康祥街,10500,06-08-2017,22.283915,114.221735,1.50198E+12
銅鑼灣核心位置唐6樓出租,唐樓,-1,-1,110,-1,港島 銅鑼灣 謝斐道528號,6300,31-07-2017,22.2798375,114.1794043,1.50146E+12
350呎2房1廳前後平台,唐樓,2,1,400,-1,港島 灣仔 交加街1号,12500,31-07-2017,22.2756095,114.1736927,1.50146E+12
"渣華道,唐樓,1房, 新裝",唐樓,-1,-1,230,-1,港島 北角 渣華道,8800,30-07-2017,22.2925655,114.2013941,1.50137E+12
160呎世貿中心家电齊全,唐樓,-1,-1,160,-1,港島 銅鑼灣 謝菲道532号,6200,30-07-2017,22.2810772,114.1823641,1.50137E+12
交加街近合和酒店式套房,唐樓,-1,-1,130,-1,港島 灣仔 交加街15号,7200,30-07-2017,22.2756095,114.1736927,1.50137E+12
