name,building_type,no_rooms,no_hall,area,age,address,price,date,lat,lon,timestamp
平爆靚裝兩房 抵住有匙 有電梯,唐樓,2,1,724,-1,港島 北角 清風街18號,18000,12-09-2015,22.2847331,114.1929964,1.44202E+12
"西營盤唐樓,開揚四正,大廳大房,近地鐵",唐樓,2,1,530,-1,港島 西區 德輔道西181號,17000,31-08-2015,22.2883554,114.1480917,1.44098E+12
"西營盤唐樓 連天台,開揚,地鐵口對面",唐樓,1,1,270,-1,港島 西區 皇后大道西190號,11800,31-08-2015,22.2866101,114.1482057,1.44098E+12
港島東大型屋苑 2房抵租 四正實用,屋苑,2,2,400,-1,南豐新邨   港島 鰂魚涌 基利路,16000,28-08-2015,22.2819891,114.213705,1.44072E+12
高層，清靜光猛，青葱景觀,單棟式大廈,3,1,551,14,湾仔   港島 灣仔 湾仔,28000,25-08-2015,22.2772325,114.17295922671134,1.44046E+12
旺區光猛套房 近時代廣場地鐵站,屋苑,-1,-1,120,-1,灣仔軒尼詩道   港島 灣仔 灣仔軒尼詩道,6000,17-08-2015,22.277386,114.1732833,1.43977E+12
"太古坊,商住兩用,超值方便",唐樓,1,1,380,-1,港島 鰂魚涌 太古坊37號,12000,14-08-2015,22.286926100000002,114.21245604421279,1.43951E+12
高層開揚、遠望香港仔避風塘海景及山景,屋苑,2,1,493,27,漁安苑   港島 香港仔 漁安苑道3號,14000,12-08-2015,22.2428711,114.1572152,1.43934E+12
清靜雅裝 行人電梯旁 近中環蘇豪,唐樓,1,1,280,-1,港島 西半山 太子臺4/F,17500,11-08-2015,22.2812216,114.1514489,1.43925E+12
雁亭 靜中帶旺 有裝 有梗床 梗柩,單棟式大廈,1,1,212,-1,雁亭   港島 筲箕灣 海晏街38號,12000,07-08-2015,22.280676,114.2235305,1.43891E+12
4房企理傢電全,唐樓,4,1,621,-1,港島 上環/中環 皇后大道西181號,18000,07-08-2015,22.2866101,114.1482057,1.43891E+12
灣仔地鐵上蓋兩房,單棟式大廈,2,1,515,27,修頓花園   港島 灣仔 柯布連道2號,22000,04-08-2015,22.2777064,114.17299,1.43865E+12
灣仔地鐵上蓋 交通極方便，寧靜,屋苑,2,1,426,27,Southorn Garden   港島 灣仔 2 O'Brien Road,18800,30-07-2015,22.2777064,114.17299,1.43821E+12
"罕有四房,工人房獨立洗手間.",屋苑,4,1,1006,-1,CASA880   港島 鰂魚涌 英皇道880號,50000,29-07-2015,22.2847534,114.2146168,1.43813E+12
銅鑼灣超荀街窗套房出租,單棟式大廈,-1,-1,110,-1,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,6400,27-07-2015,22.277386,114.1732833,1.43796E+12
金來大廈 新裝潢有電梯 絕非唐樓劏房套房,單棟式大廈,-1,-1,165,38,港島 筲箕灣 金來大廈,9500,25-07-2015,22.279792649999997,114.23004409194147,1.43778E+12
唐2樓，獨立廚廁，超平，快租，有匙,唐樓,-1,-1,100,-1,港島 北角 英皇道490號,4500,20-07-2015,22.2895278,114.1947001,1.43735E+12
"交通方便,可即入住",唐樓,1,0,150,-1,港島 筲箕灣 金華街,4300,20-07-2015,22.2778493,114.2299388,1.43735E+12
新樓180度海景高層有匙可看,單棟式大廈,2,1,344,-1,THE JAVA   港島 北角 渣華道98號,18000,16-07-2015,22.2921842,114.2002911,1.437E+12
唔要住套房？1房半，灣仔咁平邊度搵？,唐樓,2,1,267,-1,港島 灣仔 皇后大道東,10000,15-07-2015,22.2779053,114.1673983,1.43692E+12
銅鑼灣開揚唐6樓套房出租,唐樓,-1,-1,105,-1,港島 銅鑼灣 謝斐道526號,6300,14-07-2015,22.2798375,114.1794043,1.43683E+12
"交通方便,大套房",唐樓,1,0,200,-1,港島 筲箕灣 金華街,5500,13-07-2015,22.2778493,114.2299388,1.43675E+12
650呎，只要8000元,唐樓,-1,-1,650,-1,港島 北角 北角渣華道88號,8000,13-07-2015,22.2925655,114.2013941,1.43675E+12
全新靚装特大平台,唐樓,-1,-1,264,-1,港島 西區 吉席街17—21号,14500,09-07-2015,22.2832802,114.128171,1.4364E+12
"實用企理,交通方便",屋苑,3,1,559,-1,香港仔中心   港島 香港仔 南寧街 11 號,18000,08-07-2015,22.2489948,114.1542008,1.43631E+12
1房1廳新裝傢電高層開揚,單棟式大廈,1,1,332,-1,置樂台   港島 灣仔 堅彌地街3號,13800,07-07-2015,22.272829,114.1741912,1.43623E+12
"間隔實用,交通方便,旺中帶靜,有装修。",唐樓,2,2,312,54,港島 鰂魚涌 太隆樓,11500,07-07-2015,22.282404749999998,114.21296395671679,1.43623E+12
裝修簡潔，交通方便,屋苑,2,1,282,-1,英皇中心   港島 北角 英皇道193-241號,12800,06-07-2015,22.2893114,114.1943113,1.43614E+12
高層山海 開楊靓裝,屋苑,2,2,475,28,Heng Fa Chuen   港島 柴灣 100 Shing Tai Road,19000,06-07-2015,22.2771176,114.2404742,1.43614E+12
Cozy studio,唐樓,-1,-1,140,40,港島 西區 Des voeux Rd west,6300,06-07-2015,22.2883554,114.1480917,1.43614E+12
Studio for Rent,唐樓,-1,-1,100,35,港島 西區 Third Street 12,3700,06-07-2015,22.2859408,114.1378478,1.43614E+12
"極高層, 東南,2房, 露台, 有匙即睇",屋苑,2,1,482,5,泓都   港島 西區 堅彌地城新海旁38號,23000,06-07-2015,22.2840138,114.1294094,1.43614E+12
特平中環 SOHO 區 清靜套房,唐樓,-1,-1,70,-1,港島 上環/中環 鴨巴甸街 34-36,4600,05-07-2015,22.2833535,114.1523696,1.43605E+12
"大房大廳,裝修",唐樓,2,1,420,-1,港島 鰂魚涌 hoi kwong street,9600,05-07-2015,22.2884082,114.2108589,1.43605E+12
平台/全新靚裝/傢電齊備,唐樓,-1,-1,264,-1,港島 西區 吉席街17-21,14500,03-07-2015,22.2832802,114.128171,1.43588E+12
好運大房向南(長租，短約)短租面議,單棟式大廈,-1,-1,130,50,北角   港島 北角 英皇道,6500,03-07-2015,22.2895278,114.1947001,1.43588E+12
清靜，光猛大套房，光猛向南,單棟式大廈,-1,-1,130,50,北角   港島 北角 英皇道,6500,03-07-2015,22.2895278,114.1947001,1.43588E+12
灣仔唐4樓套房出租,唐樓,1,0,80,-1,港島 灣仔 灣仔道121號,5000,02-07-2015,22.2779207,114.1796555,1.4358E+12
"上環唐四樓鬧中取靜,港鐵A2口2分鐘",唐樓,1,1,350,38,港島 上環/中環 畢街,7900,01-07-2015,22.2852241,114.1514296,1.43571E+12
"1房膂傢電,環境清靜",單棟式大廈,1,1,310,-1,置樂台   港島 灣仔 堅彌地街3號,14800,01-07-2015,22.272829,114.1741912,1.43571E+12
獨立門口﹑特式單位,屋苑,-1,-1,180,-1,高街   港島 西區 高街21號,10000,29-06-2015,22.2851629,114.1422307,1.43554E+12
"灣仔,旺中帶靜,藍屋後邊,3面單邊",單棟式大廈,1,1,320,-1,置樂台   港島 灣仔 堅彌地街3號,14000,28-06-2015,22.272829,114.1741912,1.43545E+12
有匙引看企理,唐樓,2,1,433,-1,港島 筲箕灣 大中樓,8800,28-06-2015,22.28180505,114.2218701499948,1.43545E+12
灣仔唐5樓冇窗套房出租,唐樓,-1,-1,100,-1,港島 灣仔 駱克道234號,4700,27-06-2015,22.2794613,114.179676,1.43536E+12
"巳吉,無裝修",唐樓,2,1,412,-1,港島 鰂魚涌 hoi hong street,9500,27-06-2015,22.2882104,114.2106097,1.43536E+12
灣仔最平，單身貴族，企理必租！,唐樓,-1,-1,200,-1,港島 灣仔 皇后大道東,10000,26-06-2015,22.2779053,114.1673983,1.43528E+12
全新裝修，套房一大間,單棟式大廈,-1,-1,180,50,北角   港島 北角 英皇道,7000,24-06-2015,22.2895278,114.1947001,1.4351E+12
長，短租均可,單棟式大廈,-1,-1,180,50,北角   港島 北角 英皇道,7000,24-06-2015,22.2895278,114.1947001,1.4351E+12
富貴房，住到發達才遷出,單棟式大廈,-1,-1,150,50,北角   港島 北角 英皇道,6800,24-06-2015,22.2895278,114.1947001,1.4351E+12
上環套房 交通方便 中層唐樓,唐樓,1,0,140,-1,港島 上環/中環 蘇杭街105號,4800,24-06-2015,22.284953,114.152001,1.4351E+12
光猛開揚 ﹑ 多窗套房 ﹑ 近港鐵,屋苑,-1,-1,100,-1,皇后大道西312號   港島 西區 皇后大道西312號,4800,22-06-2015,22.2870734,114.1445206,1.43493E+12
快走荀價套房 ﹑ 位置便利 ﹑ 近港鐵,屋苑,-1,-1,100,-1,皇后大道西312號   港島 西區 皇后大道西312號,4800,22-06-2015,22.2870734,114.1445206,1.43493E+12
近地鐵新裝唐樓,唐樓,2,1,316,-1,港島 西區 厚和街9號,11800,20-06-2015,22.2827736,114.1272007,1.43476E+12
"康怡上康高層, @18500",屋苑,1,0,497,-1,康怡花園   港島 鰂魚涌 康愉街 43-45 號,18500,19-06-2015,22.2824922,114.2160707,1.43467E+12
靚套房出租，交通方便,唐樓,-1,-1,140,-1,港島 上環/中環 蘇杭街105號4/F,4800,19-06-2015,22.2849263,114.1516349,1.43467E+12
"實用企理,交通方便",屋苑,2,1,432,-1,香港仔中心   港島 香港仔 南寧街 11 號,13800,18-06-2015,22.2489948,114.1542008,1.43459E+12
跑馬地3房平租~新裝修~南風窗,唐樓,3,2,699,-1,港島 銅鑼灣 黃泥涌道169號,22000,17-06-2015,22.2737947,114.1793639,1.4345E+12
Bright Share Flat,屋苑,1,0,80,32,western garden   港島 西區 第二街83號,6000,16-06-2015,22.2862415,114.1393209,1.43441E+12
"山景,企理裝修,另工人房",單棟式大廈,3,2,792,-1,Casa 880   港島 北角 英皇道880-886號,36000,16-06-2015,22.2895278,114.1947001,1.43441E+12
2房，全傢電,唐樓,2,1,350,-1,港島 西區 西營盤水街,11000,16-06-2015,22.2870307,114.1389414,1.43441E+12
銅鑼灣唐五樓套房,唐樓,-1,-1,60,-1,港島 銅鑼灣 耀華街,3500,15-06-2015,22.2776747,114.182433,1.43433E+12
"1房,傢俬電器齊,2分鐘到銅鑼彎MTR",屋苑,1,1,406,13,grandeur   港島 銅鑼灣 jardine's crescent,16000,14-06-2015,22.2792627,114.1848805,1.43424E+12
全新裝修大套房出租,唐樓,-1,-1,200,-1,港島 西區 薄扶林道16號,7000,13-06-2015,22.2842099,114.1337247,1.43415E+12
有鎖匙有傢電齊,唐樓,2,1,350,-1,港島 西區 永多樓,11000,10-06-2015,22.286516499999998,114.1393378423077,1.43389E+12
"[筍][罕]開揚園景,高實用率,拖唿住得",屋苑,2,2,650,-1,Kornhill   港島 鰂魚涌 Hong Yue Street,20800,10-06-2015,22.2824922,114.2160707,1.43389E+12
北角經濟套房,唐樓,1,0,80,-1,港島 北角 渣華道86,4500,09-06-2015,22.2925655,114.2013941,1.43381E+12
罕有三房實用企理即租即住,屋苑,3,2,559,-1,香港仔中心   港島 香港仔 南寧街 11 號,17000,08-06-2015,22.2489948,114.1542008,1.43372E+12
康山2房平租,屋苑,2,2,430,-1,康山花園   港島 鰂魚涌 英皇道 1110-1128 號,17500,07-06-2015,22.2853248,114.2170118,1.43364E+12
全新裝修、新洗手間,唐樓,-1,-1,300,-1,港島 銅鑼灣 銅鑼灣道84號,13500,07-06-2015,22.2790511,114.1915611,1.43364E+12
北角宜安大廈分租房(免傭),屋苑,2,1,90,-1,98-100春秧街   港島 北角 北角98-100春秧街,3600,06-06-2015,22.2911014,114.1967889,1.43355E+12
全新Eight South Lane,單棟式大廈,1,0,304,-1,泓都   港島 西區 堅彌地城新海旁38號,24800,05-06-2015,22.2840138,114.1294094,1.43346E+12
半山堅道分租盤,唐樓,2,1,388,-1,港島 上環/中環 半山堅道27號,6500,04-06-2015,22.2819553,114.1512912,1.43338E+12
"英式平房, 環境清優, 交通方便",唐樓,3,2,1100,50,港島 銅鑼灣 天后廟道52號4/F,34000,02-06-2015,22.2828849,114.193023,1.4332E+12
高層開揚 靚裝三房 港鐵上蓋 有匙即睇,居屋/公屋,3,2,592,-1,康山花園   港島 鰂魚涌 英皇道 1110-1128 號,24000,01-06-2015,22.2853248,114.2170118,1.43312E+12
銅鑼灣核心，高層新裝,單棟式大廈,1,1,170,-1,銅鑼灣   港島 銅鑼灣 軒尼詩道,11000,31-05-2015,22.2801455,114.1848329,1.43303E+12
獨家!拎包即住﹑快走荀盤﹑開放式設計,屋苑,-1,-1,277,-1,第一街73號   港島 西區 第一街73號,12500,30-05-2015,22.2864364,114.1418059,1.43294E+12
獨家! 開放式設計﹑傢電齊全﹑荀價出租,屋苑,-1,-1,277,-1,第一街73號   港島 西區 第一街73號,12500,30-05-2015,22.2864364,114.1418059,1.43294E+12
唐樓套房靚裝,單棟式大廈,-1,-1,110,-1,西灣河   港島 筲箕灣 大石街26號,4500,28-05-2015,22.2815321,114.2212586,1.43277E+12
已補地價居屋3房高層(筍盤),屋苑,3,1,492,-1,漁安苑   港島 香港仔 漁安苑道3號,13800,28-05-2015,22.2428711,114.1572152,1.43277E+12
特色天台單位,唐樓,1,1,338,-1,港島 西區 東邊街,12000,28-05-2015,22.2881092,114.1438017,1.43277E+12
露台/全新靚裝/傢電/2分鐘到MTR,,1,0,264,-1,港島 西區 吉席街17-21,14500,27-05-2015,22.2832802,114.128171,1.43268E+12
銅鑼灣大單邊套房,單棟式大廈,1,1,210,48,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,9500,23-05-2015,22.277386,114.1732833,1.43234E+12
上環酒店式套房 光猛多窗,唐樓,-1,-1,120,-1,港島 上環/中環 德輔道西71號,5500,22-05-2015,22.2883554,114.1480917,1.43225E+12
"地鐵上蓋,兩房新裝",屋苑,2,2,402,-1,修頓花園   港島 灣仔 柯布連道2號,21800,16-05-2015,22.2777064,114.17299,1.43173E+12
有匙引看裝修,唐樓,2,1,630,-1,港島 筲箕灣 筲箕灣道84號,12000,16-05-2015,22.2833265,114.2208723,1.43173E+12
高層，維園景,單棟式大廈,2,0,465,-1,怡安大廈   港島 銅鑼灣 東角道26號,21800,16-05-2015,22.2811646,114.1845688,1.43173E+12
"靜中帶旺,已翻新",唐樓,3,1,480,-1,港島 上環/中環 歌賦街 13號 4/F,19500,15-05-2015,22.2843678,114.1518535,1.43165E+12
高層海景2房帶部份傢電,單棟式大廈,2,1,288,-1,雁亭   港島 筲箕灣 海晏街38號,11500,14-05-2015,22.280676,114.2235305,1.43156E+12
罕有西園租盤,屋苑,2,1,367,-1,西園   港島 西區 第二街 83 號,17800,14-05-2015,22.2862415,114.1393209,1.43156E+12
"新裝修, 近地鐵, 實用, 合新婚人士",唐樓,1,2,330,24,港島 西區 太白台10號,12000,12-05-2015,22.283406,114.1313041,1.43139E+12
唐樓一分鐘到希傎廣場及銅鑼灣地鐵站,唐樓,-1,-1,200,-1,港島 銅鑼灣 白沙道,6500,12-05-2015,22.2788982,114.1836635,1.43139E+12
中環罕見唐樓有平台,唐樓,-1,-1,408,-1,港島 上環/中環 擺花街,19000,12-05-2015,22.2825133,114.1539255,1.43139E+12
實用免佣套房,唐樓,-1,-1,200,-1,港島 銅鑼灣 堅拿道東3号,6100,12-05-2015,22.2772791,114.1813337,1.43139E+12
南安閣 連天臺 KEY 有煤氣,唐樓,2,1,276,-1,港島 筲箕灣 南安街95號,10000,12-05-2015,22.2782744,114.2277182,1.43139E+12
上環酒店式套房 光猛多窗,唐樓,-1,-1,70,-1,港島 上環/中環 德輔道西71號,4500,10-05-2015,22.2883554,114.1480917,1.43122E+12
南豐新村 第5座 低層,屋苑,3,2,515,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,18800,10-05-2015,22.2822462,114.214521,1.43122E+12
"新靚裝, 開放式包廚電連天台",唐樓,-1,-1,300,-1,港島 上環/中環 四方街,16000,10-05-2015,22.2845383,114.149283,1.43122E+12
優質2房，寧靜舒適,屋苑,2,2,531,-1,康怡花園   港島 鰂魚涌 康愉街 43-45 號,21000,08-05-2015,22.2824922,114.2160707,1.43104E+12
罕有高層，旺中帶靜,單棟式大廈,1,1,270,-1,雁亭   港島 筲箕灣 海晏街38號,11500,07-05-2015,22.280676,114.2235305,1.43096E+12
"上康2房, @18500",屋苑,2,0,524,-1,康怡花園   港島 鰂魚涌 康愉街 43-45 號,18500,06-05-2015,22.2824922,114.2160707,1.43087E+12
"空間寬闊, 價錢實惠",屋苑,3,0,658,-1,康怡花園   港島 鰂魚涌 康愉街 43-45 號,26500,06-05-2015,22.2824922,114.2160707,1.43087E+12
"上康中層, 3房靚裝",屋苑,3,0,596,-1,康怡花園   港島 鰂魚涌 康愉街 43-45 號,23800,06-05-2015,22.2824922,114.2160707,1.43087E+12
超級豪裝，大房設計，單身貴族首選,屋苑,1,1,484,-1,Kornhill Garden   港島 鰂魚涌 1110-1128 King's Road,21000,01-05-2015,22.2853248,114.2170118,1.43044E+12
海瑩閣高層新裝放租,屋苑,2,2,432,34,香港仔中心   港島 香港仔 南寧街 11 號,15000,01-05-2015,22.2489948,114.1542008,1.43044E+12
有匙引看企理,唐樓,2,1,630,-1,港島 筲箕灣 筲箕灣道84號,12000,01-05-2015,22.2833265,114.2208723,1.43044E+12
2房翻新中 代理毌須致電,唐樓,2,2,650,-1,港島 北角 明園西街2號,11000,29-04-2015,22.290312,114.1988498,1.43027E+12
銅鑼灣經濟套房出租,單棟式大廈,1,0,80,-1,軒尼詩道459-465號   港島 銅鑼灣 軒尼詩道459-465號,5500,29-04-2015,22.277386,114.1732833,1.43027E+12
灣仔唐4樓特大套房,唐樓,1,0,155,-1,港島 灣仔 駱克道234號,7900,29-04-2015,22.2794613,114.179676,1.43027E+12
"2房靚裝, 17000",屋苑,2,0,391,-1,南豐新邨   港島 鰂魚涌 基利路,17000,28-04-2015,22.2819891,114.213705,1.43018E+12
近時代廣場唐樓,唐樓,1,1,420,-1,港島 銅鑼灣 耀華街,14000,27-04-2015,22.2776747,114.182433,1.43009E+12
景觀開揚，間格實用。,屋苑,2,2,418,28,康山花園   港島 鰂魚涌 英皇道 1110-1128 號,17000,26-04-2015,22.2853248,114.2170118,1.43001E+12
地鐵上蓋交通方便,屋苑,2,2,430,-1,康山花園   港島 鰂魚涌 英皇道 1110-1128 號,16800,21-04-2015,22.2853248,114.2170118,1.42957E+12
南豐新邨 第六座 開揚企裝三房兩廁,屋苑,3,2,570,-1,南豐新邨   港島 鰂魚涌 基利路,21000,21-04-2015,22.2819891,114.213705,1.42957E+12
康山花園 第3座 低層 開揚靚裝傢電,居屋/公屋,2,2,484,-1,康山花園   港島 鰂魚涌 英皇道 1110-1128 號,20000,21-04-2015,22.2853248,114.2170118,1.42957E+12
"全新靚裝,交通方便",唐樓,2,1,450,-1,港島 筲箕灣 筲箕灣道134號,12300,21-04-2015,22.2833265,114.2208723,1.42957E+12
新樓、泳池、會所、直接業主,單棟式大廈,5,2,1036,6,casa880   港島 鰂魚涌 英皇道880號,45000,21-04-2015,22.2847534,114.2146168,1.42957E+12
"上康902, 園景靚裝, 租27500",屋苑,3,0,710,-1,康怡花園   港島 鰂魚涌 康愉街 43-45 號,27500,20-04-2015,22.2824922,114.2160707,1.42949E+12
Studio Flat 傢電齊靚裝,單棟式大廈,-1,-1,143,-1,463 Hennessy Road   港島 銅鑼灣 463 Hennessy Road,7000,18-04-2015,22.277386,114.1732833,1.42932E+12
"天后特色平台2房戶$17,800",單棟式大廈,2,1,324,-1,港島 北角 水星街5-7號,17800,16-04-2015,22.2858377,114.192126,1.42914E+12
西營盤站/新樓,單棟式大廈,1,1,328,-1,薈臻   港島 上環/中環 桂香街1號,22000,16-04-2015,36.2875768,115.1577451,1.42914E+12
西營盤站/新樓,單棟式大廈,1,1,259,-1,薈臻   港島 上環/中環 桂香街1號,18000,16-04-2015,36.2875768,115.1577451,1.42914E+12
罕有高層，旺中帶靜,單棟式大廈,1,1,209,-1,雁亭   港島 筲箕灣 海晏街38號,9500,14-04-2015,22.280676,114.2235305,1.42897E+12
全新物業，有匙已吉,屋苑,2,1,552,-1,港島 灣仔 喜滙,30000,13-04-2015,22.275725100000002,114.17232913748785,1.42888E+12
有匙引看清靜,單棟式大廈,1,0,209,-1,雁亭   港島 筲箕灣 海晏街38號,9500,13-04-2015,22.280676,114.2235305,1.42888E+12
唐7樓 10步到港鐵站,唐樓,1,0,90,-1,港島 銅鑼灣 駱克道500號,4800,13-04-2015,22.2799917,114.181096,1.42888E+12
荀價套房﹑位置便利﹑鄰近港鐵出口,屋苑,1,0,100,-1,德輔道西197號   港島 西區 德輔道西,5200,13-04-2015,22.287752,114.1442216,1.42888E+12
清靜一房2人世界,單棟式大廈,1,1,209,-1,雁亭   港島 筲箕灣 海晏街38號,9500,11-04-2015,22.280676,114.2235305,1.42871E+12
西營盤站正街，近般鹹道有電梯單位出租,單棟式大廈,3,2,570,-1,港島 上環/中環 西營盤正街62號6A樓,26000,10-04-2015,22.28660335,114.15502792269021,1.42862E+12
新裝修唐5樓連天台,唐樓,2,1,361,-1,港島 西區 薄扶林道,15800,10-04-2015,22.2842099,114.1337247,1.42862E+12
天后抵住唐4樓,唐樓,1,1,216,-1,港島 銅鑼灣 電氣道97-99號,8500,09-04-2015,22.2866842,114.1915379,1.42854E+12
交通方面，地理中心,屋苑,2,1,520,30,香港仔中心   港島 香港仔 南寧街 11 號,14500,07-04-2015,22.2489948,114.1542008,1.42836E+12
后街清靜 新油 四正 key,單棟式大廈,1,1,209,-1,雁亭   港島 筲箕灣 海晏街38號,9500,07-04-2015,22.280676,114.2235305,1.42836E+12
雁亭 靜中帶旺 有匙 有裝,單棟式大廈,1,1,209,-1,雁亭   港島 筲箕灣 海晏街38號,9500,07-04-2015,22.280676,114.2235305,1.42836E+12
修頓雅裝 家電齊全 交通便利 可隨時睇樓,單棟式大廈,2,1,421,-1,Southorn Garden   港島 灣仔 2 O'Brien Road,18000,07-04-2015,22.2777064,114.17299,1.42836E+12
交通便利，鄰近地鐵,唐樓,1,1,271,-1,港島 筲箕灣 南安里,11800,05-04-2015,22.2776326,114.2269925,1.42819E+12
南豐新村 第3座 低層,屋苑,2,2,391,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,17500,03-04-2015,22.2822462,114.214521,1.42802E+12
南豐新邨 第3座 中層清靜 全新靚裝,屋苑,3,2,515,-1,南豐新邨   港島 鰂魚涌 基利路,20000,03-04-2015,22.2819891,114.213705,1.42802E+12
8座靚裝，開放廚房,屋苑,2,1,391,-1,南豐新村   港島 鰂魚涌 基利坊 21 號,17500,03-04-2015,22.2822462,114.214521,1.42802E+12
宏輝大厦 【超筍】只此一間,屋苑,1,1,243,32,港島 北角 宏安道12 號,10500,02-04-2015,22.2887016,114.1924897,1.42793E+12
"灣仔地鐵旁, 業主自讓, 免佣",單棟式大廈,1,1,229,33,富苑   港島 灣仔 灣仔道39號,12000,02-04-2015,22.2779207,114.1796555,1.42793E+12
山河大厦高層新修,單棟式大廈,1,1,310,-1,港島 北角 水星街,13500,01-04-2015,22.2858377,114.192126,1.42785E+12
和富中心大單位,屋苑,3,2,1308,30,港島 北角 和富中心,42000,31-03-2015,22.292303,114.19643772482465,1.42776E+12
和富中心大單位,屋苑,3,2,1308,30,港島 北角 和富中心,42000,31-03-2015,22.292303,114.19643772482465,1.42776E+12
2房連天台250呎,單棟式大廈,2,1,591,-1,港島 灣仔 樂友大廈,36000,29-03-2015,22.2789335,114.17868145900836,1.42759E+12
海新大厦全新装修,單棟式大廈,2,1,308,25,港島 北角 水星街12號,14500,28-03-2015,22.2858377,114.192126,1.4275E+12
唐樓招租-藍塘道40號3樓(唐四樓),唐樓,2,2,591,-1,港島 跑馬地 藍塘道38-40號,20000,27-03-2015,22.2630274,114.1886438,1.42741E+12
湾仔靓住宅，风景优美,屋苑,1,1,180,-1,湾仔   港島 灣仔 湾仔,7000,26-03-2015,22.2772325,114.17295922671134,1.42733E+12
优质独立套房，,唐樓,1,0,100,-1,港島 灣仔 湾仔机利臣街,6000,26-03-2015,22.2770425,114.1702442,1.42733E+12
筍盤再現/泓都一房/特平/有匙,屋苑,1,1,313,-1,泓都   港島 西區 堅彌地城新海旁38號,17000,26-03-2015,22.2840138,114.1294094,1.42733E+12
中上璟靚租盤,單棟式大廈,2,2,438,30,港島 上環/中環 皇后大道西27-39號,18500,26-03-2015,22.2866101,114.1482057,1.42733E+12
石塘咀洋樓2房單位,單棟式大廈,2,2,377,35,港島 西區 皇后大道東,15500,25-03-2015,22.2779053,114.1673983,1.42724E+12
天后名斥 栢景台 已租出,屋苑,3,2,910,-1,港島 銅鑼灣 英皇道1號,46800,25-03-2015,22.281859,114.1914706,1.42724E+12
格調裝修（已租）,單棟式大廈,2,2,601,-1,港島 跑馬地 大坑浣紗花園,25500,25-03-2015,22.2782893,114.19322354969255,1.42724E+12
業主盤大坑靚裝修高層2房（已租）,單棟式大廈,2,2,527,-1,港島 銅鑼灣 大坑浣紗花園,25500,25-03-2015,22.2782893,114.19322354969255,1.42724E+12
有匙，低於市價,單棟式大廈,1,1,271,-1,港島 灣仔 謝斐道,13800,24-03-2015,22.2798375,114.1794043,1.42716E+12
有匙，低於市價,單棟式大廈,1,1,271,-1,港島 灣仔 謝斐道,13800,24-03-2015,22.2798375,114.1794043,1.42716E+12
2房連平台平租盤,唐樓,2,1,469,-1,港島 西區 第一街,12500,24-03-2015,22.2865327,114.1423173,1.42716E+12
西營盤地鐵站側 2房1廳 實用寧靜,屋苑,2,1,424,32,western garden   港島 西區 第二街83號,18000,21-03-2015,22.2862415,114.1393209,1.4269E+12
巨型特式單位,唐樓,2,1,1200,-1,港島 西區 薄扶林道31號,25000,20-03-2015,22.2842099,114.1337247,1.42681E+12
東南大廈出租,唐樓,3,1,450,-1,港島 西區 西營盤第三街,17000,19-03-2015,22.2859408,114.1378478,1.42672E+12
"唐五樓,有廚厠,有傢電,開放式",唐樓,-1,-1,250,-1,港島 銅鑼灣 駱克道,8500,19-03-2015,22.2799917,114.181096,1.42672E+12
迷你精品兩房一廳,單棟式大廈,2,1,240,-1,軒尼詩道   港島 銅鑼灣 軒尼詩道,10800,19-03-2015,22.277386,114.1732833,1.42672E+12
1房靚裝有匙,單棟式大廈,1,1,358,-1,港島 上環/中環 金閣大廈,17500,18-03-2015,22.28581925,114.15094661160407,1.42664E+12
健康村 康欣閣 低層,居屋/公屋,1,2,319,-1,健康村   港島 北角 英皇道 668 號,13000,18-03-2015,22.2895278,114.1947001,1.42664E+12
2分鐘步行至地鐵口！,單棟式大廈,2,1,520,-1,港島 西區 屈地街32-34,15500,17-03-2015,22.2871617,114.13641,1.42655E+12
單身首選，居苑管理，安全妥當。,屋苑,1,1,319,-1,健康村   港島 北角 英皇道 668 號,12800,16-03-2015,22.2895278,114.1947001,1.42646E+12
銅鑼灣唐8樓套房,唐樓,1,0,100,-1,港島 銅鑼灣 謝斐道530-532號,5200,16-03-2015,22.2798375,114.1794043,1.42646E+12
康山花園 第2座 高層,居屋/公屋,2,2,484,-1,康山花園   港島 鰂魚涌 英皇道 1110-1128 號,19500,16-03-2015,22.2853248,114.2170118,1.42646E+12
海景高層靚裝筍盤,屋苑,3,2,874,-1,港島 北角 和富中心,28000,16-03-2015,22.292303,114.19643772482465,1.42646E+12
大廈己維修 唯一放盤,屋苑,3,2,1308,-1,港島 北角 和富中心,46000,16-03-2015,22.292303,114.19643772482465,1.42646E+12
北角港島屋苑,屋苑,3,2,846,-1,港島 北角 和富中心,30000,16-03-2015,22.292303,114.19643772482465,1.42646E+12
海景單位開放式,單棟式大廈,1,0,190,-1,港島 北角 莊士維港軒,11000,16-03-2015,22.2914794,114.19547089750394,1.42646E+12
港島北角開放式,單棟式大廈,1,0,318,-1,港島 北角 寶城閣,16000,16-03-2015,22.2905553,114.20114224400959,1.42646E+12
銅鑼灣酒店式豪華大理石套房,單棟式大廈,1,0,150,-1,港島 銅鑼灣 軒尼詩道432號,7600,15-03-2015,22.2801455,114.1848329,1.42638E+12
